house_price,area_sqft,bedrooms,bathrooms,lot_size,garage_size,age_years,renovation_score,energy_efficiency,distance_to_center,school_quality,crime_index,walkability_score,median_income_area,property_tax_rate,mortgage_rate_proxy,transit_score,area_m2,living_area_proxy,rooms_total,lot_size_log,condition_index,location_desirability,income_proxy,neighborhood,building_type,heating_type,noise_loc_01,noise_loc_02,noise_loc_03,noise_loc_04,noise_loc_05,noise_size_06,noise_size_07,noise_size_08,noise_size_09,noise_size_10,random_noise_11,random_noise_12,random_noise_13,random_noise_14,random_noise_15,random_noise_16,random_noise_17,random_noise_18,random_noise_19,random_noise_20,random_noise_21,random_noise_22,random_noise_23,random_noise_24,random_noise_25,random_noise_26,random_noise_27,random_noise_28,random_noise_29,random_noise_30,synthetic_feature_01,synthetic_feature_02,synthetic_feature_03,synthetic_feature_04,synthetic_feature_05,synthetic_feature_06,synthetic_feature_07,synthetic_feature_08,synthetic_feature_09,synthetic_feature_10
399149.91,1280.35,3,1.9,5172.84,1,16.71,6.34,0.649,10.03,3.73,6.67,41.85,45240.87,0.868,5.852,57.76,119.94,1296.46,5.9,8.5512,5.034,0.372,45.073,Central,Townhouse,Heat pump,-0.0473,-0.3573,-0.6997,-0.3748,-0.5618,0.3697,-0.729,1.9705,-2.5,1.6681,-1.7434,-0.832,-2.36,-0.1042,0.2186,-1.2843,0.0857,1.8758,0.4545,-0.1574,-0.7652,-0.1564,-0.3267,-1.2922,1.0029,0.6607,-0.6388,-0.0526,-1.2822,1.4349,-1.2504,0.63,1.1807,1.2459,0.3066,-0.9824,2.6564,-0.7228,0.3431,0.1469
362702.67,1750.26,4,2.6,6150.75,0,44.49,2.13,0.387,6.28,6.14,4.52,44.73,62008.51,1.197,4.03,43.25,152.73,1557.67,8.6,8.7243,1.378,1.17,63.051,Riverside,Duplex,Heat pump,-0.4683,-0.3581,-1.2355,-1.7431,0.7206,0.7873,-0.1761,-0.0725,0.507,0.6777,1.3068,1.896,0.0705,-0.6353,0.3808,-2.8632,-2.3004,-0.8876,-0.0932,0.1486,0.9209,-0.8528,-1.6146,0.4802,1.5698,-0.8304,-0.8311,0.678,-0.0084,1.2888,-0.511,-0.0968,1.3287,-0.1319,0.3552,1.0694,-0.5507,-1.0348,-0.0252,-1.6685
465683.5,2236.95,4,2.6,6439.99,1,51.64,2.87,0.413,8.89,5.68,3.67,41.45,76396.78,1.158,5.613,41.81,209.93,2116.2,9.6,8.7703,1.42,1.992,71.796,Central,Detached,Gas,0.717,-2.1395,-1.4658,-1.5183,-0.9348,0.8283,-0.9038,1.2254,-1.0275,1.3389,-0.5591,1.4114,-0.7099,0.7357,-0.324,0.9184,-0.567,1.7247,-0.2796,0.8446,0.1836,-1.6961,-0.2624,-2.2377,-2.1292,0.6087,1.1361,1.012,0.3,0.715,0.1396,-0.2728,1.2707,1.8066,-0.128,-1.6855,0.8086,-0.0449,2.529,0.9462
408980.81,1974.34,4,2.3,5372.13,1,30.62,2.4,0.286,5.71,6.96,3.58,53.63,68756.25,1.161,5.473,39.26,183.08,1865.85,9.3,8.589,2.476,2.828,67.587,Suburban,Detached,Electric,1.3412,0.7077,1.9783,0.1936,-1.0577,-0.8262,0.3903,1.7644,-0.3565,2.4815,-1.4874,-0.1194,-1.0753,0.3628,0.6937,0.6565,1.0208,0.3644,0.7791,-0.2612,-0.1915,-0.6612,0.8665,2.0953,0.8154,0.9349,0.13,1.7968,-0.0998,-2.3442,-0.6099,-2.3749,0.0004,-0.6526,-0.3339,-0.1066,1.4603,-1.0793,2.1124,2.0727
575176.12,2044.08,3,2.9,5154.71,2,21.13,7.34,0.534,8.71,5.79,2.8,48.12,45128.95,0.684,6.317,50.4,193.0,1957.76,7.9,8.5477,5.344,1.896,41.276,Central,Detached,Electric,0.971,0.6757,0.6191,-1.8346,-0.711,-1.0661,1.5852,-1.6394,-1.769,0.705,-1.1036,0.1346,0.4222,0.1418,1.0564,0.0978,0.5882,0.0169,1.1325,-0.3669,0.9058,1.8725,0.253,-0.1411,1.6379,-0.3955,-0.2025,0.0437,-0.0381,-0.6358,-0.9172,0.0022,2.5701,1.4689,-0.0207,-0.5699,-0.2121,0.5561,-0.6153,-0.9649
574534.11,2530.32,5,3.3,5497.55,2,46.22,4.67,0.485,9.17,7.13,3.64,52.41,50266.14,1.493,6.031,43.18,232.73,2233.17,10.3,8.6121,3.088,2.796,44.191,Suburban,Townhouse,Heat pump,-0.2947,0.7803,2.6868,1.6886,1.1361,1.1367,2.3095,1.5265,-0.5148,1.3476,0.3905,-0.6462,-1.4513,0.3583,0.9964,-1.2261,1.218,0.4001,-0.0682,-0.2791,0.681,-0.1735,-0.1079,-2.7945,-0.8624,-0.9638,0.6987,-0.2626,1.5672,-0.5846,-0.3218,-0.8716,0.4671,-0.4837,0.3357,0.2981,-0.2588,0.0378,2.5551,1.8929
426987.75,1170.05,5,2.3,1356.7,1,10.86,4.11,0.499,12.32,5.53,5.53,28.86,56127.74,0.875,4.876,31.3,103.89,1072.01,8.3,7.2128,5.415,-0.002,52.041,Central,Townhouse,Gas,-0.876,0.2671,-0.6658,-1.6357,-2.6308,-2.7156,-1.2931,-2.505,-0.6771,0.4666,-0.8225,0.1348,0.8061,0.6155,0.4276,-0.089,-0.9856,0.3905,2.0725,-1.08,0.4205,1.9835,-1.5649,-0.7177,1.5797,1.5436,0.6614,1.3951,-0.7568,0.0449,0.3019,-0.9118,-0.04,2.174,1.5922,-0.3011,1.0823,-0.3499,0.9189,0.5041
351576.81,1047.06,4,2.8,4633.31,0,13.66,8.15,0.679,10.24,5.32,5.31,41.01,77464.19,1.408,6.183,30.74,92.65,917.87,7.8,8.441,6.676,0.762,71.714,Riverside,Condo,Gas,-0.4298,1.3658,-3.1642,-0.7462,-1.659,-0.2713,-0.3474,-0.993,-0.9065,0.8594,0.2416,-0.6739,0.4836,0.6054,0.9389,0.1847,1.2809,1.8571,-0.1973,0.6323,1.0159,2.0858,-0.328,-0.8757,-0.178,0.8729,-1.2558,1.4719,0.7991,1.6883,-0.2012,0.7865,-0.1175,-1.079,-0.5429,0.2055,0.4636,0.2832,-0.4101,-1.0077
426760.9,1421.95,3,2.4,4319.71,1,56.93,1.58,0.284,0.5,8.31,0.5,82.13,76247.51,1.09,5.356,81.8,128.87,1220.34,8.4,8.3709,0.632,5.27,74.147,Riverside,Detached,Gas,2.4793,1.8284,1.1042,1.6877,2.8164,-1.4815,-1.9205,-1.6303,-1.2367,0.5158,-0.9787,-0.0785,-0.4002,-0.8385,0.8711,0.7827,-0.0444,0.5202,-1.394,0.2813,0.2031,2.9951,0.1469,-0.6558,0.3146,0.152,1.3846,-0.4434,0.3164,-1.0805,-0.85,-0.9659,-1.035,1.183,0.4477,0.8293,0.5399,1.2188,0.3298,0.783
349291.39,1636.24,4,2.7,2525.07,0,51.96,5.77,0.504,12.6,6.96,5.93,50.25,35389.71,0.996,5.003,51.88,152.12,1785.94,8.7,7.834,4.021,1.354,37.552,Industrial,Detached,Electric,1.2604,2.1372,0.7809,0.5388,-0.6863,-0.1678,1.5595,-1.1554,-1.9689,-5.0552,-1.7442,1.8103,-0.0633,0.8963,2.6765,0.273,1.5922,0.5411,-1.7215,0.4352,-1.6447,1.9055,-0.9918,-0.3646,-0.7192,1.4684,-0.4104,-1.005,-0.8575,2.2422,-0.6829,-0.9593,1.2567,-0.4136,0.4019,0.6782,1.3609,0.1495,-0.1659,1.4517
479009.32,1177.48,4,1.7,3199.77,1,28.61,8.27,0.597,3.51,8.42,3.73,57.58,84081.72,0.884,5.608,56.94,110.28,1265.44,6.7,8.0708,6.517,3.683,84.685,Central,Detached,Heat pump,2.601,1.4876,0.9896,1.4843,-0.3098,-1.1905,1.1046,-1.106,-2.1637,-0.8485,1.4244,-0.0956,-1.1902,0.2554,1.2181,0.6638,0.0033,-0.4215,-1.6878,-0.0695,-0.3781,2.3581,0.6549,-0.6626,1.001,0.0833,1.7,1.319,-1.0766,-0.3823,-0.4397,0.1339,-0.6499,0.6117,1.2713,-0.3266,0.5894,0.9185,-0.8775,-0.0279
440384.56,2143.43,4,2.4,5057.07,2,39.59,2.52,0.352,12.18,4.93,6.0,36.44,65541.79,1.162,5.388,30.51,197.99,2012.51,9.4,8.5285,1.782,-0.109,75.414,Hillside,Detached,Heat pump,1.7697,0.1512,-0.5791,0.3339,1.2499,1.0993,0.8329,0.9006,1.0869,0.8897,0.3982,-1.048,0.7503,-0.4346,-0.0887,-0.1241,-2.0475,0.8391,-0.4138,-0.1929,-1.8044,0.3252,0.8851,-0.8164,0.8345,-0.6205,-1.3335,-1.5417,-1.7013,-0.7669,-0.9649,0.9414,1.0231,0.0975,-0.6387,2.3157,0.1936,1.6621,-0.2351,1.1317
237429.56,1397.0,4,2.9,4240.46,1,54.45,3.78,0.301,10.09,6.52,3.78,50.2,76375.63,0.981,6.346,59.82,127.25,1082.14,8.9,8.3524,1.765,2.891,65.323,Industrial,Townhouse,Electric,1.0915,0.6996,-0.7431,0.7969,-0.1774,0.3772,2.8866,-0.486,-0.2847,-0.2641,-0.3338,-1.3664,0.1874,0.2342,-0.9117,1.1815,0.8493,-0.9568,-0.232,1.1756,0.6574,0.2283,-0.5286,-1.1587,1.7247,-1.0017,0.3174,-1.5928,0.4856,0.8452,-0.7008,-0.3901,1.1785,-1.066,1.3712,1.425,-0.9324,0.3087,1.3761,-1.7108
367223.59,1443.84,3,1.9,2500.03,0,33.64,3.66,0.358,10.38,5.28,5.67,52.78,62178.76,0.935,5.687,38.0,132.03,1401.6,6.9,7.8241,2.496,1.282,64.525,Central,Condo,Gas,-0.1888,0.0264,1.0803,-0.1434,1.323,-1.8835,-2.287,-1.026,-0.4836,-0.7391,-0.5214,0.1271,0.2618,0.3445,-0.2611,0.6317,-0.4435,0.109,0.6826,1.0218,0.8962,0.2948,0.7258,0.8218,1.4406,-0.1078,-0.1856,-0.1683,-0.0632,0.9243,0.5684,1.3167,0.3776,-3.0978,-0.5236,-0.7635,-1.02,-0.2834,-0.2398,-0.1553
291640.08,1100.76,4,1.6,3770.42,0,56.05,1.8,0.317,7.46,4.12,3.71,52.71,34451.49,0.88,5.613,32.89,117.31,928.19,6.6,8.2349,0.227,2.144,34.484,Riverside,Detached,Gas,-0.4739,-3.3266,0.377,-1.4102,-0.1362,-0.7948,-2.5169,-2.0579,0.1425,-0.7029,1.4649,-0.7609,0.5019,1.0818,-0.3318,-1.1869,-0.3762,2.8833,-0.0286,1.4148,0.9417,0.0001,-0.1097,1.2011,-0.0092,0.7717,-1.9752,0.1024,-0.8258,0.6499,-0.2862,-1.3905,-0.8596,2.284,2.2219,-0.4722,0.8136,-1.0046,-1.0572,-0.0417
332245.44,1966.54,4,2.7,4761.26,0,21.96,4.35,0.39,10.89,3.56,6.19,26.93,59694.51,1.154,5.995,19.97,178.07,1746.03,10.7,8.4683,3.488,-0.608,63.773,Industrial,Condo,Heat pump,-2.8612,-1.0021,-0.1781,-1.6559,-0.4258,0.5967,-0.538,1.1314,0.0109,1.1269,0.5915,0.2466,-0.6424,-1.0462,0.5114,1.3892,-1.4531,-2.5042,0.8434,0.3726,0.4891,0.1497,1.1471,-0.2546,3.1084,1.3898,0.6582,-1.06,-1.8761,-0.7695,-1.7612,-1.4695,-0.3642,0.0422,0.3241,-0.3793,0.6281,-1.0493,-0.9954,-1.4033
456867.78,1748.29,4,2.5,7008.37,2,33.6,8.15,0.632,7.1,5.27,3.29,48.07,76595.1,1.241,6.101,41.52,159.07,1822.45,7.5,8.8549,7.222,1.777,80.177,Suburban,Detached,Electric,2.038,-1.2064,-0.33,-0.0433,0.1765,-2.0765,0.5747,0.5907,-1.3846,0.5166,1.1468,-1.6195,-1.5191,1.325,-0.7003,1.2256,1.6222,0.2331,0.0449,1.3527,0.9679,0.7522,2.0342,-0.0176,1.3508,0.0235,-1.9239,0.2219,0.4327,0.502,1.0798,-1.4297,-2.5126,-2.7243,-0.9549,0.6922,0.197,1.7206,-0.2648,-0.4162
561195.67,2371.18,4,2.7,7535.45,1,11.75,7.91,0.769,10.77,5.21,3.62,28.75,54774.23,1.304,5.931,22.33,240.05,2176.23,9.7,8.9274,7.804,1.856,53.949,Suburban,Townhouse,Heat pump,-1.2378,1.1001,-0.64,1.6267,-4.0377,2.7726,4.7712,1.4163,1.0888,3.7945,-0.5837,0.6903,0.9573,0.0232,1.1922,0.4655,-0.5211,0.2716,0.0135,-0.4161,-1.5766,-0.4658,-1.0937,-1.1263,0.5405,1.2131,-0.2917,0.2665,-0.1737,-1.0336,0.491,-1.5036,0.1064,0.5998,0.1743,-0.5262,2.2866,1.2001,0.5048,1.3469
622138.87,3196.77,6,3.6,9257.4,2,26.02,3.06,0.398,7.12,6.11,2.85,49.91,75243.38,1.05,6.281,43.36,299.52,2888.87,13.6,9.1332,2.68,2.339,76.107,Riverside,Detached,Gas,1.2727,2.5689,-0.9397,-0.953,-0.6986,3.0938,2.5765,1.9602,2.7966,3.8486,0.0507,-1.0602,0.6887,-0.5062,-1.3896,0.2807,1.575,-0.2281,-0.5775,-0.2009,-0.1076,-1.3776,0.7695,0.071,-0.9972,-0.2143,1.1043,-0.4804,-0.7137,-0.7972,-1.2175,0.6679,1.2997,1.3522,2.1646,0.2044,1.0024,2.0121,2.4041,1.3539
605841.0,1827.09,5,3.1,3905.03,2,13.34,6.0,0.698,2.34,9.48,3.06,72.1,95252.94,1.22,5.835,62.42,161.46,1535.89,11.1,8.27,6.206,4.786,91.533,Central,Townhouse,Gas,1.9001,2.1076,0.9295,0.5825,0.9344,1.0913,-0.6172,0.1247,-0.5174,1.0654,0.4022,0.0463,-0.5354,-0.5368,-1.6325,1.6586,-0.4312,-0.2045,1.4226,1.1951,-1.4149,0.3636,1.305,0.23,-1.53,-0.7816,-0.53,2.0335,-0.964,-0.0949,-0.3121,-0.8712,-0.0777,-0.502,0.3479,-1.8477,1.3605,-0.1645,-0.3806,1.6447
467953.72,1435.58,3,2.0,5090.22,1,37.97,6.62,0.394,10.73,7.44,3.11,35.09,87215.53,0.936,5.592,40.6,138.43,1088.37,8.0,8.5351,3.556,2.781,90.284,Hillside,Detached,Heat pump,-1.1278,0.0804,-2.667,0.4845,0.8042,-2.5338,-2.0677,1.2552,-2.2551,-0.3971,-0.5501,-0.3383,0.4091,-1.0014,-0.1351,-1.6333,-0.9277,0.0914,-1.5315,0.8434,-0.3583,-0.6928,-0.9707,-0.2194,-1.445,-1.3063,-0.9037,0.4298,-0.2386,-0.82,-0.8306,-1.4872,-0.7055,-0.8623,-0.252,-0.6295,-0.0493,1.3161,0.5554,-0.0741
340183.47,847.19,2,1.2,1518.74,0,11.53,7.45,0.643,9.39,5.74,5.34,30.11,64287.33,1.027,6.182,43.68,73.25,698.14,4.2,7.3256,6.167,0.409,54.893,Central,Duplex,Gas,-1.3943,-1.4959,-2.168,-0.6502,-2.4339,-2.511,-0.764,-2.208,-2.0483,-0.7433,-0.0955,1.7184,1.258,-1.7409,-0.8426,1.2412,1.3195,-0.252,0.3013,-0.2905,1.6163,-0.5893,-0.5751,0.3961,-0.9337,-0.5062,0.8004,1.1285,0.47,1.0527,0.5617,0.1494,-0.6433,-0.4806,0.143,0.3736,1.1266,-1.1501,-0.8398,-1.0954
385054.09,1793.55,3,3.0,5385.86,1,42.58,3.81,0.402,7.03,6.33,2.11,44.4,81301.03,1.058,5.45,41.05,172.08,1383.43,8.0,8.5915,2.998,3.081,85.185,Central,Condo,Gas,2.3104,-0.3351,0.0672,1.7427,0.3896,-1.0421,1.4645,-1.1056,3.1841,1.4937,-0.5836,0.1715,1.1387,0.6774,-1.2582,-0.4762,-0.0733,0.222,-0.1817,-1.0463,1.0932,-0.1428,-0.5864,0.3087,1.3773,-1.2687,-0.2495,-1.4562,-0.33,-0.5782,-0.3446,0.878,1.2964,1.3106,-0.21,0.0099,0.9421,-0.5858,0.3859,0.0996
421275.96,1604.06,4,2.6,1211.58,1,26.69,4.84,0.555,8.38,6.86,2.2,44.48,89998.53,1.145,5.518,41.72,147.76,1453.92,9.6,7.0997,4.972,3.16,89.883,Central,Condo,Electric,0.0398,2.0225,2.5415,-0.6789,-1.6554,0.0806,-1.3955,0.2896,-1.3988,-0.9483,0.3991,1.9455,-0.5646,1.9809,-0.6371,1.0952,-0.0636,-0.4876,0.7818,-0.204,0.6623,-0.3721,-0.1328,-1.0541,0.4871,2.0095,-0.4051,-1.4648,-1.1885,-0.2205,-0.1227,0.951,-0.2041,-0.0997,-0.4603,-0.3956,-0.3032,-0.9729,0.5766,-0.2064
394857.79,1482.95,3,2.1,2671.99,1,38.79,3.57,0.447,7.92,8.86,4.45,57.33,100218.4,1.327,6.447,67.5,135.13,1588.11,6.1,7.8906,2.129,3.894,97.783,Suburban,Condo,Electric,0.2388,0.1049,-1.2253,0.6541,1.2171,-2.1015,-2.6663,-0.9817,-0.4187,0.773,-1.3214,0.5607,-1.4888,-1.6176,-0.7615,0.1204,-1.2816,2.0224,-0.0208,-0.6849,-0.1816,1.11,-0.3564,1.193,-0.6134,0.4393,1.275,0.4601,-0.0581,-0.8802,-0.1819,0.8899,1.8798,1.4924,-0.9082,0.322,-0.1277,1.6296,0.909,0.8759
329041.14,1122.39,3,1.4,4643.53,1,8.52,10.0,0.868,10.7,3.66,7.7,30.58,26544.26,1.102,6.392,25.49,113.93,1066.28,5.4,8.4432,8.427,-0.571,25.382,Industrial,Detached,Oil,-1.983,-4.6581,-3.3237,-0.8539,-1.8547,-1.7265,-1.9664,-0.2716,-2.1865,-0.4032,0.572,1.4254,-1.3172,-0.9504,0.0101,-1.2429,-0.4576,-0.252,0.0086,1.7245,-0.9936,-0.1667,-0.1983,-0.2076,-0.1359,-0.0956,-1.1673,1.8549,1.0455,1.0376,-1.5657,-1.0892,-0.8274,0.789,1.3011,-1.5155,-0.6142,-1.7954,-2.1744,-0.3216
309727.18,1496.28,4,2.0,4304.39,1,25.76,5.66,0.547,4.71,4.85,4.16,54.89,41360.54,0.947,5.496,47.34,142.41,1431.91,7.0,8.3674,5.836,2.337,40.565,Industrial,Townhouse,Heat pump,0.9679,0.9006,-0.0755,1.8372,0.5566,0.5004,1.9247,-0.8676,1.3513,2.1595,0.3107,-0.2088,-0.3117,0.7516,-0.6205,-0.4965,0.4287,0.5696,-0.2666,0.76,0.187,1.1604,0.838,1.6756,-0.2577,1.722,-0.4596,-1.0099,0.0403,-0.6661,1.3883,0.2419,0.1659,-0.2972,-1.3082,-0.0774,-0.8452,-0.888,-1.238,-0.5941
542113.88,2246.93,4,3.0,3693.81,2,36.78,5.35,0.368,13.88,5.73,6.14,10.08,65722.1,1.091,5.251,10.87,214.58,1863.18,9.0,8.2144,3.368,-0.196,72.209,Hillside,Detached,Heat pump,-0.8696,-0.1902,0.1325,-0.3018,-0.7106,0.3107,1.8925,2.6029,2.1157,2.3833,-0.2033,0.3455,1.4623,-0.0456,-0.5391,1.0217,-1.2992,-0.669,1.3933,-0.7659,1.1107,0.206,-1.8958,0.4204,0.8001,-1.3023,0.8664,0.1434,0.0684,1.142,0.6559,0.484,-0.4527,-1.5962,0.1373,0.8518,-1.4117,2.8471,-0.2873,1.1752
342631.98,1837.15,4,3.1,5577.69,2,27.13,6.27,0.473,13.13,3.47,7.43,35.6,42421.52,0.974,6.305,42.71,173.29,1545.97,9.1,8.6265,5.623,-1.281,58.589,Industrial,Condo,Gas,-3.2544,0.496,-1.2525,-1.659,-0.9443,-0.957,0.2356,-0.5519,1.1239,-0.5937,0.4495,1.2186,-0.7284,0.8344,-0.0049,-0.2102,-0.5391,0.9331,0.0024,-1.045,0.4099,-0.0885,-0.9739,1.9709,-0.8788,-0.1371,-1.2319,-1.2351,-0.3257,1.0685,-0.7844,-0.5489,1.9635,-0.3747,0.2949,0.0846,0.0497,0.645,0.023,0.2877
391519.43,1351.3,3,1.8,3363.89,0,45.22,5.7,0.451,5.83,7.5,4.05,56.73,60029.64,1.16,5.94,50.59,122.87,1375.74,6.8,8.1209,3.705,3.871,66.129,Riverside,Detached,Electric,3.325,2.6099,2.2064,1.3044,2.3963,0.9294,2.084,1.5188,1.4731,2.6382,-0.3649,0.905,-0.5963,-0.1017,1.0142,-0.6215,-0.4204,0.7335,1.9697,-0.7783,-1.5857,0.1582,0.6699,1.1753,0.3497,1.9997,1.7753,-0.7186,-0.8897,-0.4459,0.2248,0.2307,0.2787,0.6584,0.1513,1.1761,-0.3026,-0.4692,1.6614,0.7151
357239.35,1134.64,4,2.0,4198.97,1,64.64,3.85,0.453,4.68,6.24,4.0,61.66,66809.55,1.065,5.674,61.97,109.08,1008.06,7.0,8.3426,2.14,2.06,63.983,Suburban,Detached,Heat pump,2.0546,2.337,0.4901,0.9512,0.4748,0.1016,1.3143,-2.2948,-1.5485,-3.5581,-0.6701,0.531,-0.6169,-0.5806,1.4707,-0.6282,0.0664,0.4193,0.2722,-0.5588,0.1046,-1.2916,0.5528,0.2272,0.3001,-0.144,-0.2168,0.1931,-0.9229,0.0297,0.9492,-1.3015,2.0533,-0.0398,-1.3785,1.1146,-0.7107,-1.2809,-0.1593,-0.1576
204347.76,891.92,4,2.1,1591.36,0,37.19,6.88,0.57,10.63,3.62,6.29,27.22,73545.58,0.958,5.323,35.35,90.12,981.52,7.1,7.3723,4.764,-1.101,76.694,Central,Townhouse,Electric,-0.9025,-0.656,-1.3322,-0.5431,2.6683,-0.8082,-1.7178,-2.0262,-2.0376,-0.9099,0.5437,-0.3279,-0.5317,-0.2258,0.1478,0.6422,1.4796,-1.0273,0.0218,-0.1667,-1.9133,0.3381,-1.0585,-0.7231,-0.8489,2.4468,0.8745,-0.4926,-1.6619,-0.4737,-0.0496,-0.8382,-0.7361,0.2132,-1.5254,0.0307,-0.8261,-2.5152,0.7558,-0.5531
223682.5,1429.97,4,1.3,3695.72,0,46.4,5.4,0.639,8.78,4.39,5.4,32.48,62795.69,1.241,5.682,37.96,133.66,1158.55,6.3,8.2149,4.701,0.597,66.162,Industrial,Detached,Oil,-2.9326,-3.9941,-1.4039,-2.5193,-2.9651,0.5321,-0.5074,1.1937,1.5655,-1.3218,0.587,-0.1588,-0.0112,-2.3821,0.2255,1.7506,-0.3,-0.7524,-0.1453,1.1145,0.8042,0.8492,0.5597,-0.7016,1.588,0.7856,0.8724,-1.3055,1.1812,0.5457,1.4874,0.233,1.3194,0.5859,0.1756,-1.1297,-0.4335,-0.458,-1.3312,-2.5256
218780.22,1429.75,4,2.7,5416.18,0,69.28,5.16,0.548,12.67,2.71,7.79,17.73,33299.37,0.909,5.488,25.15,143.64,1300.18,9.7,8.5971,3.768,-1.173,28.674,Industrial,Condo,Electric,-1.6997,-2.9311,-3.7545,-1.8406,-3.5978,-0.3317,-0.7522,0.148,0.7055,2.2048,-0.5073,1.1377,-1.2801,-1.1435,-0.1832,-2.1409,-0.6905,1.6862,0.5642,-0.9665,-0.693,0.9909,1.3269,0.533,-0.2956,1.3059,-0.1523,-1.3279,0.4625,-0.1945,2.8262,1.3243,-0.1569,0.1644,-1.238,-0.8939,-0.634,-0.005,-1.3622,-0.6749
599855.03,2329.42,4,2.6,5864.65,1,41.05,5.08,0.444,8.44,5.45,5.33,48.62,55318.51,1.083,5.135,35.38,221.51,1974.73,8.6,8.6767,2.719,1.373,49.015,Riverside,Detached,Gas,0.0282,0.2024,0.3256,-0.2956,0.5381,1.5224,1.4264,4.4937,-0.8951,2.0713,-0.5931,1.3459,1.0844,0.9483,0.4812,2.8007,2.7464,-0.7635,-0.5884,2.2895,-1.2231,-1.3522,-0.049,0.1431,-0.9928,1.3349,-0.479,-1.886,0.0825,-0.4175,-0.054,1.2956,1.0529,0.013,-1.7116,2.364,2.2429,2.0955,0.3431,2.3611
556452.26,1623.57,4,2.6,3303.28,1,37.45,4.93,0.477,6.02,8.83,2.12,56.05,65039.62,1.254,5.571,71.96,152.11,1330.16,7.6,8.1027,3.284,4.67,64.723,Riverside,Townhouse,Electric,0.6711,2.2581,0.4929,2.3666,3.3237,-0.6474,-1.6533,-0.1927,0.6761,-0.8223,-0.183,-0.5929,-0.1448,1.1919,0.3902,0.2037,-0.4332,0.6409,0.1457,-0.9433,0.8179,-1.519,-1.008,-0.589,0.8529,0.0016,-0.043,0.4766,0.2956,0.0462,-0.5034,0.8191,-0.9823,0.8364,0.7826,0.7889,1.2163,-1.261,-0.1051,1.0112
525212.49,2251.63,5,3.1,5457.96,2,39.2,7.38,0.543,7.33,5.56,4.04,49.9,55737.46,1.502,5.646,40.35,210.69,1964.48,11.1,8.6048,5.602,1.096,59.776,Industrial,Condo,Electric,0.1564,0.2179,1.5029,-1.0905,1.0198,1.184,-0.8057,1.2912,0.2847,0.6629,-0.552,-0.7438,2.4791,1.4062,1.3258,0.5802,-0.1907,-0.9447,0.0081,-1.409,0.5594,-0.5368,0.875,0.8331,0.0545,-0.4882,0.7127,0.5976,0.3395,-1.5822,-0.9272,0.2041,0.535,2.4842,-0.5616,0.5541,2.5431,-0.8279,1.7191,0.7053
293744.01,1635.94,4,2.9,4360.95,1,42.26,1.14,0.25,9.13,6.12,4.55,31.97,91274.7,1.251,5.294,45.78,152.81,1410.5,7.9,8.3804,0.281,1.213,83.216,Suburban,Townhouse,Gas,3.1918,-1.7165,-0.5124,-0.4848,0.2508,-1.1328,-2.5665,1.7869,0.5785,-1.356,1.5251,-0.9041,-1.1736,0.4409,-1.8887,-0.4363,-0.3578,1.0084,0.3252,1.6883,0.2324,1.3847,1.723,0.0388,0.4084,-0.1154,-0.9864,0.5926,-0.7345,-0.0758,-2.2553,-0.1587,-1.1944,-1.6569,0.4225,-1.1105,-0.7313,-0.4536,-3.1456,-1.0134
338184.49,1176.08,4,2.3,958.62,2,23.01,5.91,0.651,12.37,7.32,4.08,47.41,47499.63,1.029,5.997,39.85,101.75,1119.92,8.3,6.8655,4.867,1.559,43.895,Industrial,Detached,Gas,0.4849,-0.737,0.2074,-1.8068,-2.0352,-1.7046,0.1163,-3.0017,-0.6951,-1.5519,0.3165,0.8297,1.5899,-2.2561,-0.2345,-0.0035,-0.2768,-0.6864,0.35,1.3213,2.1917,0.221,-0.8861,0.839,-1.1847,-0.9869,-1.2033,-0.9092,-0.3253,0.6496,1.2029,-1.5382,0.1212,0.3061,-0.4281,-0.3632,0.4667,2.4253,-0.9112,0.0398
213624.78,1224.08,3,1.2,917.49,0,38.75,3.46,0.423,12.9,5.17,4.85,32.48,83154.07,0.934,6.209,31.9,113.18,1098.28,5.2,6.8216,3.04,0.982,86.017,Industrial,Detached,Heat pump,-2.4513,0.6448,-3.5325,-2.2589,0.3462,-0.2452,-2.8388,-2.9304,-3.0538,-1.3595,0.0146,-0.9295,1.3913,-0.635,0.3392,0.1925,0.0778,-0.9632,0.402,-0.1823,0.635,-0.7747,0.0393,-0.9755,0.8124,-0.066,1.4842,1.006,-0.4742,0.1381,-0.4486,-1.0257,-1.8036,1.4517,-0.7252,0.1459,-1.049,0.1252,0.2924,-1.1459
386047.42,1420.59,4,2.0,4018.25,1,57.19,2.92,0.341,10.34,4.74,5.85,49.22,61311.99,1.044,6.033,35.49,133.3,1109.8,8.0,8.2986,1.917,0.078,61.521,Industrial,Detached,Gas,-1.5075,1.9519,-1.4731,-0.973,-0.542,0.6962,1.6147,-1.6798,-0.4026,-1.6266,-0.9327,0.8176,-0.4117,1.3247,-0.0263,-1.0491,0.9208,-0.7123,0.0949,0.3813,-0.645,-1.4529,1.0902,0.9995,2.1724,-0.0044,-0.7349,0.7068,2.5114,0.9517,0.8302,-0.8932,-0.2296,-1.3553,-0.1737,-0.2562,-0.8774,0.0114,-0.7189,0.8575
